Baader SLOAN/SDSS u' Filter,,,,
λ (nm),OD,,,
969,5.646449706,,,
970,5.440722191,,,
971,5.249290152,,,
972,5.035121744,,,
973,4.809713534,,,
974,4.565206208,,,
975,4.333714482,,,
976,4.131772576,,,
977,3.976149043,,,
978,3.887396123,,,
979,3.855903921,,,
980,3.866330189,,,
981,3.894442146,,,
982,3.919247675,,,
983,3.931336000,,,
984,3.923993164,,,
985,3.901946067,,,
986,3.863416973,,,
987,3.814351455,,,
988,3.755608837,,,
989,3.691728137,,,
990,3.626797683,,,
991,3.566186675,,,
992,3.516796175,,,
993,3.479528296,,,
994,3.460069130,,,
995,3.455899875,,,
996,3.466247533,,,
997,3.485777745,,,
998,3.511872082,,,
999,3.539267709,,,
1000,3.563732379,,,
1001,3.584550161,,,
1002,3.600940373,,,
1003,3.610536967,,,
1004,3.614765769,,,
1005,3.612431788,,,
1006,3.604600375,,,
1007,3.590000575,,,
1008,3.570949943,,,
1009,3.546260645,,,
1010,3.516993780,,,
1011,3.482758888,,,
1012,3.446207653,,,
1013,3.405629780,,,
1014,3.364004816,,,
1015,3.319472591,,,
1016,3.276683005,,,
1017,3.234150494,,,
1018,3.194740741,,,
1019,3.159436923,,,
1020,3.130234180,,,
1021,3.105542928,,,
1022,3.088672769,,,
1023,3.077760285,,,
1024,3.072044987,,,
1025,3.072031619,,,
1026,3.075396188,,,
1027,3.081662332,,,
1028,3.089381043,,,
1029,3.097022641,,,
1030,3.104356007,,,
1031,3.109783313,,,
1032,3.114177321,,,
1033,3.115377795,,,
1034,3.115977884,,,
1035,3.112879016,,,
1036,3.107462483,,,
1037,3.099637282,,,
1038,3.088885345,,,
1039,3.076000509,,,
1040,3.060188785,,,
1041,3.043853355,,,
1042,3.025319030,,,
1043,3.004350721,,,
1044,2.983643450,,,
1045,2.961880725,,,
1046,2.939506671,,,
1047,2.919133491,,,
1048,2.897757372,,,
1049,2.878627870,,,
1050,2.861057486,,,
1051,2.845432421,,,
1052,2.833576342,,,
1053,2.823355591,,,
1054,2.815384889,,,
1055,2.811397663,,,
1056,2.809119946,,,
1057,2.809818045,,,
1058,2.811246281,,,
1059,2.814798517,,,
1060,2.820537382,,,
1061,2.825045958,,,
1062,2.830078209,,,
1063,2.836237344,,,
1064,2.840889815,,,
1065,2.844132112,,,
1066,2.847901407,,,
1067,2.850385793,,,
1068,2.849967335,,,
1069,2.849963533,,,
1070,2.848815612,,,
1071,2.844323078,,,
1072,2.839738571,,,
1073,2.834386332,,,
1074,2.825664403,,,
1075,2.817196216,,,
1076,2.807608950,,,
1077,2.795809655,,,
1078,2.783689708,,,
1079,2.771805684,,,
1080,2.758475186,,,
1081,2.744981054,,,
1082,2.731403554,,,
1083,2.719240691,,,
1084,2.706425528,,,
1085,2.694695584,,,
1086,2.685317226,,,
1087,2.676085419,,,
1088,2.668666462,,,
1089,2.663611413,,,
1090,2.660450173,,,
1091,2.659271771,,,
1092,2.659741979,,,
1093,2.662958237,,,
1094,2.668041079,,,
1095,2.673767487,,,
1096,2.681295146,,,
1097,2.690127735,,,
1098,2.700156547,,,
1099,2.709376931,,,
1100,2.721139297,,,
1101,2.731485114,,,
1102,2.742511084,,,
1103,2.751913915,,,
1104,2.762685697,,,
1105,2.771766922,,,
1106,2.781739879,,,
1107,2.788216549,,,
1108,2.796094731,,,
1109,2.801838327,,,
1110,2.808266209,,,
1111,2.811196754,,,
1112,2.815287810,,,
1113,2.817619539,,,
1114,2.820188324,,,
1115,2.820081699,,,
1116,2.820128871,,,
1117,2.818767645,,,
1118,2.818897746,,,
1119,2.817339318,,,
1120,2.814522348,,,
1121,2.812766728,,,
1122,2.809337460,,,
1123,2.807198258,,,
1124,2.806023692,,,
1125,2.803302065,,,
1126,2.802680577,,,
1127,2.801097046,,,
1128,2.801291902,,,
1129,2.803281452,,,
1130,2.805343731,,,
1131,2.808274491,,,
1132,2.811430402,,,
1133,2.817017236,,,
1134,2.823171772,,,
1135,2.832161517,,,
1136,2.841630965,,,
1137,2.849699926,,,
1138,2.860786826,,,
1139,2.872499499,,,
1140,2.884287977,,,
1141,2.897245352,,,
1142,2.910310015,,,
1143,2.922741812,,,
1144,2.937569704,,,
1145,2.949653635,,,
1146,2.962439146,,,
1147,2.976818895,,,
1148,2.989024833,,,
1149,3.000467487,,,
1150,3.013170247,,,
1151,3.023897910,,,
1152,3.034064944,,,
1153,3.045085713,,,
1154,3.055045315,,,
1155,3.063645591,,,
1156,3.071637435,,,
1157,3.079940420,,,
1158,3.087316565,,,
1159,3.093414556,,,
1160,3.099253514,,,
1161,3.105918298,,,
1162,3.111476698,,,
1163,3.116354012,,,
1164,3.121328223,,,
1165,3.126355870,,,
1166,3.130973356,,,
1167,3.135276335,,,
1168,3.140772236,,,
1169,3.146633229,,,
1170,3.152186522,,,
1171,3.157999883,,,
1172,3.165835618,,,
1173,3.173509954,,,
1174,3.181646736,,,
1175,3.190092191,,,
1176,3.199863051,,,
1177,3.210979051,,,
1178,3.223777550,,,
1179,3.236216205,,,
1180,3.249848896,,,
1181,3.264295381,,,
1182,3.280401750,,,
1183,3.296873629,,,
1184,3.313297661,,,
1185,3.330497149,,,
1186,3.347977984,,,
1187,3.365730519,,,
1188,3.384498183,,,
1189,3.402991566,,,
1190,3.421340206,,,
1191,3.439907429,,,
1192,3.457888480,,,
1193,3.475510782,,,
1194,3.494150380,,,
1195,3.511442930,,,
1196,3.528594014,,,
1197,3.545390988,,,
1198,3.561681073,,,
1199,3.577125913,,,
1200,3.592503481,,,
1201,3.606271896,,,
1202,3.620271688,,,
1203,3.632934742,,,
1204,3.645452831,,,
1205,3.656952206,,,
1206,3.667654732,,,
1207,3.678295692,,,
1208,3.687594416,,,
1209,3.696389101,,,
1210,3.705125759,,,
1211,3.712885145,,,
1212,3.720750478,,,
1213,3.728222899,,,
1214,3.734800728,,,
1215,3.741606017,,,
1216,3.747015540,,,
1217,3.752779246,,,
1218,3.757889333,,,
1219,3.763542772,,,
1220,3.769194365,,,
1221,3.774259323,,,
1222,3.780412289,,,
1223,3.786667493,,,
1224,3.792689971,,,
1225,3.799861628,,,
1226,3.806717051,,,
1227,3.813955470,,,
1228,3.822577584,,,
1229,3.831454320,,,
1230,3.841090283,,,
1231,3.851210287,,,
1232,3.862106701,,,
1233,3.873420496,,,
1234,3.885643562,,,
1235,3.898700429,,,
1236,3.912414844,,,
1237,3.926393878,,,
1238,3.941573214,,,
1239,3.956746307,,,
1240,3.972293066,,,
1241,3.987750901,,,
1242,4.004239114,,,
1243,4.020487707,,,
1244,4.037276602,,,
1245,4.053405541,,,
1246,4.069818798,,,
1247,4.085680953,,,
1248,4.102053671,,,
1249,4.117547409,,,
1250,4.133216049,,,
