Baader SLOAN/SDSS z-s' Filter,,,,
λ (nm),OD,,,
1213,0.599674542,,,
1214,0.585647913,,,
1215,0.582464615,,,
1216,0.589515120,,,
1217,0.603652048,,,
1218,0.623405516,,,
1219,0.646796902,,,
1220,0.672414917,,,
1221,0.698689243,,,
1222,0.724232646,,,
1223,0.748758214,,,
1224,0.771585393,,,
1225,0.793137174,,,
1226,0.812145792,,,
1227,0.829148284,,,
1228,0.844364405,,,
1229,0.857429948,,,
1230,0.868071703,,,
1231,0.876381132,,,
1232,0.883334443,,,
1233,0.888598123,,,
1234,0.891793846,,,
1235,0.893054465,,,
1236,0.893356778,,,
1237,0.891516330,,,
1238,0.888380356,,,
1239,0.883366959,,,
1240,0.877030976,,,
1241,0.869305987,,,
1242,0.861096034,,,
1243,0.850736347,,,
1244,0.839887592,,,
1245,0.827814253,,,
1246,0.814062521,,,
1247,0.800016455,,,
1248,0.785336517,,,
1249,0.768856064,,,
1250,0.752176265,,,
